StudentID,CourseID,Grade,ExamScore,AssignmentScore
S024,C213,C,61,64
S024,C214,C,65,60
S024,C215,A,89,81
S024,C216,D,57,52
S024,C217,F,4,20
S024,C218,A,86,80
S024,C219,A,90,88
S024,C220,D,53,58
S024,C221,C,68,66
S024,C222,A,86,91
S024,C223,B,71,78
S024,C224,A,84,90
S024,C225,A,86,92
S024,C226,D,54,58
S024,C227,A,100,84
S024,C228,C,68,61
S024,C229,A,83,82
S024,C230,C,61,61
S024,C231,C,69,68
S024,C232,A,93,82
S024,C233,D,54,51
S024,C234,C,69,66
S024,C235,B,78,71
S024,C236,B,77,72
S024,C237,A,90,87
S024,C238,F,14,33
S024,C239,A,91,97
S024,C240,C,66,64
S024,C241,B,75,74
S024,C242,B,70,79
S024,C243,B,71,77
S024,C244,C,61,65
S024,C245,B,74,70
S024,C246,B,78,70
S024,C247,D,55,59
S024,C248,C,64,68
S024,C249,B,77,72
S024,C250,C,69,61
S025,C201,A,90,94
S025,C202,A,80,93
S025,C203,C,62,68
S025,C204,C,61,63
S025,C205,A,85,82
S025,C206,C,68,62
S025,C207,F,42,47
S025,C208,B,78,70
S025,C209,B,74,73
S025,C210,C,64,68
S025,C211,F,28,13
S025,C212,A,83,94
S025,C213,A,94,94
S025,C214,C,63,62
S025,C215,B,79,78
S025,C216,C,69,67
S025,C217,C,63,60
S025,C218,C,61,69
S025,C219,C,60,65
S025,C220,A,96,92
S025,C221,C,64,66
S025,C222,C,62,64
S025,C223,A,83,82
S025,C224,B,76,71
S025,C225,A,81,86
S025,C226,F,30,22
S025,C227,B,72,74
S025,C228,B,71,72
S025,C229,D,59,53
S025,C230,C,61,61
S025,C231,B,76,78
S025,C232,A,81,80
S025,C233,A,83,86
S025,C234,A,92,96
S025,C235,C,64,63
S025,C236,C,67,68
S025,C237,B,79,76
S025,C238,C,69,62
S025,C239,C,61,61
S025,C240,A,95,81
S025,C241,B,72,79
S025,C242,B,75,71
S025,C243,C,67,63
S025,C244,B,71,74
S025,C245,C,63,61
S025,C246,A,89,89
S025,C247,B,75,76
S025,C248,B,79,73
S025,C249,C,66,68
S025,C250,C,68,66
S026,C201,B,70,70
S026,C202,B,70,70
S026,C203,A,99,88
S026,C204,B,70,74
S026,C205,A,84,87
S026,C206,D,51,50
S026,C207,A,90,97
S026,C208,A,95,97
S026,C209,C,66,66
S026,C210,B,73,76
S026,C211,A,100,91
S026,C212,C,60,69
S026,C213,C,68,65
S026,C214,B,75,75
S026,C215,C,66,67
S026,C216,A,83,94
S026,C217,A,88,89
S026,C218,B,75,72
S026,C219,A,96,92
S026,C220,B,73,77
S026,C221,A,80,92
S026,C222,C,66,66
S026,C223,B,79,75
S026,C224,A,98,82
S026,C225,B,74,71
S026,C226,B,79,78
S026,C227,C,61,65
S026,C228,A,99,84
S026,C229,B,71,75
S026,C230,C,65,61
S026,C231,C,69,68
S026,C232,D,51,55
S026,C233,D,52,53
S026,C234,B,79,71
S026,C235,B,78,76
S026,C236,B,72,70
S026,C237,B,71,72
S026,C238,C,65,69
S026,C239,C,61,62
S026,C240,F,31,12
S026,C241,D,54,58
S026,C242,A,82,91
S026,C243,B,72,73
S026,C244,D,57,51
S026,C245,B,70,79
S026,C246,C,64,60
S026,C247,A,93,80
S026,C248,B,77,71
S026,C249,B,75,76
S026,C250,C,68,63
S027,C201,B,76,71
S027,C202,D,55,52
S027,C203,B,76,74
S027,C204,B,70,72
S027,C205,B,73,75
S027,C206,C,66,67
S027,C207,D,50,59
S027,C208,C,68,67
S027,C209,B,79,70
S027,C210,F,22,25
S027,C211,C,63,67
S027,C212,D,51,50
S027,C213,B,79,71
S027,C214,A,89,80
S027,C215,C,65,69
S027,C216,C,64,65
S027,C217,F,33,45
S027,C218,C,69,63
S027,C219,C,69,65
S027,C220,C,61,69
S027,C221,C,68,67
S027,C222,B,73,70
S027,C223,B,71,73
S027,C224,A,89,85
S027,C225,C,62,62
S027,C226,A,80,93
S027,C227,B,74,74
S027,C228,A,94,86
S027,C229,B,78,73
S027,C230,C,61,66
S027,C231,C,67,60
S027,C232,C,65,66
S027,C233,B,71,75
S027,C234,C,65,66
S027,C235,B,72,79
S027,C236,C,64,67
S027,C237,A,90,93
S027,C238,A,82,86
S027,C239,C,66,66
S027,C240,D,59,56
S027,C241,C,66,69
S027,C242,B,76,79
S027,C243,A,98,93
S027,C244,A,91,94
S027,C245,A,91,100
S027,C246,B,78,72
S027,C247,B,72,79
S027,C248,C,62,69
S027,C249,A,100,97
S027,C250,F,21,13
S028,C201,C,69,69
S028,C202,A,100,86
S028,C203,A,100,92
S028,C204,C,63,66
S028,C205,C,63,67
S028,C206,C,68,69
S028,C207,B,78,79
S028,C208,A,93,82
S028,C209,B,73,77
S028,C210,B,76,70
S028,C211,C,65,67
S028,C212,B,78,79
S028,C213,A,94,84
S028,C214,C,66,62
S028,C215,C,65,60
S028,C216,B,76,78
S028,C217,A,98,98
S028,C218,A,92,100
S028,C219,A,85,93
S028,C220,A,88,100
S028,C221,B,75,71
S028,C222,C,68,65
S028,C223,C,60,65
S028,C224,C,67,62
S028,C225,C,66,64
S028,C226,C,60,60
S028,C227,B,73,78
S028,C228,C,69,62
S028,C229,C,66,69
S028,C230,A,90,96
S028,C231,C,66,68
S028,C232,B,74,70
S028,C233,B,72,73
S028,C234,B,72,74
S028,C235,C,67,65
S028,C236,A,86,88
S028,C237,B,71,75
S028,C238,A,99,95
S028,C239,A,81,92
S028,C240,B,77,73
S028,C241,C,62,66
S028,C242,C,61,60
S028,C243,D,58,59
S028,C244,B,72,79
S028,C245,D,55,55
S028,C246,B,74,74
S028,C247,A,92,83
S028,C248,A,90,82
S028,C249,B,70,72
S028,C250,C,64,61
S029,C201,C,68,69
S029,C202,A,98,96
S029,C203,B,78,79
S029,C204,C,66,63
S029,C205,C,60,64
S029,C206,C,62,62
S029,C207,C,66,68
S029,C208,C,61,68
S029,C209,C,63,68
S029,C210,A,100,98
S029,C211,A,99,88
S029,C212,D,58,51
S029,C213,B,75,77
S029,C214,B,70,71
S029,C215,C,64,63
S029,C216,D,52,58
S029,C217,A,92,93
S029,C218,A,84,99
S029,C219,C,61,64
S029,C220,D,51,56
S029,C221,B,78,76
S029,C222,B,73,72
S029,C223,A,90,93
S029,C224,B,74,77
S029,C225,C,69,63
S029,C226,C,63,65
S029,C227,B,71,72
S029,C228,D,59,52
S029,C229,B,70,71
S029,C230,C,66,67
S029,C231,A,91,83
S029,C232,C,60,66
S029,C233,C,60,62
S029,C234,B,71,71
S029,C235,C,69,68
S029,C236,B,78,78
S029,C237,A,90,98
S029,C238,C,62,65
S029,C239,C,62,68
S029,C240,C,69,60
S029,C241,B,76,71
S029,C242,A,91,85
S029,C243,C,68,63
S029,C244,D,52,50
S029,C245,A,88,93
S029,C246,C,61,63
S029,C247,A,94,91
S029,C248,B,77,73
S029,C249,B,75,78
S029,C250,A,96,84
S030,C201,B,76,79
S030,C202,F,14,23
S030,C203,A,92,86
S030,C204,B,78,71
S030,C205,B,76,70
S030,C206,B,78,73
S030,C207,D,50,54
S030,C208,C,61,68
S030,C209,B,73,74
S030,C210,C,60,62
S030,C211,C,65,64
S030,C212,D,52,52
S030,C213,C,62,60
S030,C214,A,82,94
S030,C215,C,66,67
S030,C216,B,73,70
S030,C217,D,55,53
S030,C218,A,99,82
S030,C219,A,95,80
S030,C220,F,0,35
S030,C221,C,62,62
S030,C222,C,62,67
S030,C223,C,65,61
S030,C224,B,76,74
S030,C225,F,7,32
S030,C226,C,60,60
S030,C227,C,63,66
S030,C228,C,62,62
S030,C229,C,64,63
S030,C230,C,63,69
S030,C231,C,68,67
S030,C232,A,93,80
S030,C233,B,74,79
S030,C234,C,63,62
S030,C235,B,70,72
S030,C236,B,74,74
S030,C237,B,72,77
S030,C238,C,62,66
S030,C239,B,70,74
S030,C240,C,68,61
S030,C241,D,55,59
S030,C242,A,100,81
S030,C243,B,74,78
S030,C244,B,79,77
S030,C245,C,62,64
S030,C246,B,79,71
S030,C247,D,59,50
S030,C248,B,71,77
S030,C249,C,67,69
S030,C250,A,82,87
S031,C201,A,80,92
S031,C202,C,65,69
S031,C203,D,50,58
S031,C204,B,73,79
S031,C205,C,62,68
S031,C206,D,55,53
S031,C207,D,51,54
S031,C208,C,63,61
S031,C209,C,62,65
S031,C210,D,51,55
S031,C211,C,63,63
S031,C212,D,52,52
S031,C213,B,71,77
S031,C214,C,69,68
S031,C215,A,96,80
S031,C216,C,69,63
S031,C217,C,61,61
S031,C218,B,77,77
S031,C219,B,75,71
S031,C220,B,76,76
S031,C221,C,60,66
S031,C222,C,61,66
S031,C223,B,73,78
S031,C224,C,66,65
S031,C225,A,90,93
S031,C226,B,71,72
S031,C227,B,73,71
S031,C228,A,99,90
S031,C229,B,76,76
S031,C230,C,65,63
S031,C231,A,88,95
S031,C232,A,93,99
S031,C233,C,62,60
S031,C234,C,66,66
S031,C235,A,88,93
S031,C236,B,70,77
S031,C237,B,78,72
S031,C238,C,64,61
S031,C239,C,69,61
S031,C240,C,69,67
S031,C241,B,75,72
S031,C242,C,64,68
S031,C243,B,76,75
S031,C244,B,78,71
S031,C245,C,61,67
S031,C246,C,64,65
S031,C247,C,65,69
S031,C248,A,98,98
S031,C249,F,43,22
S031,C250,A,93,85
S032,C201,C,63,60
S032,C202,B,71,77
S032,C203,D,51,58
S032,C204,C,66,65
S032,C205,A,95,90
S032,C206,A,86,82
S032,C207,C,64,69
S032,C208,A,94,81
S032,C209,B,72,73
S032,C210,A,90,85
S032,C211,C,61,66
S032,C212,C,62,61
S032,C213,B,76,73
S032,C214,C,61,61
S032,C215,A,90,90
S032,C216,B,78,78
S032,C217,A,94,99
S032,C218,D,58,58
S032,C219,D,55,59
S032,C220,C,62,60
S032,C221,C,68,69
S032,C222,D,58,50
S032,C223,C,63,62
S032,C224,A,98,96
S032,C225,A,99,96
S032,C226,C,64,64
S032,C227,C,62,69
S032,C228,B,72,77
S032,C229,B,79,78
S032,C230,B,75,70
S032,C231,C,66,66
S032,C232,A,80,96
S032,C233,C,63,68
S032,C234,C,60,65
S032,C235,A,91,89
S032,C236,C,62,65
S032,C237,B,76,71
S032,C238,C,68,62
S032,C239,C,62,67
S032,C240,B,70,74
S032,C241,B,74,72
S032,C242,B,71,79
S032,C243,C,60,66
S032,C244,C,68,68
S032,C245,A,94,92
S032,C246,B,70,75
S032,C247,C,69,62
S032,C248,C,67,68
S032,C249,C,63,65
S032,C250,C,61,67
S033,C201,C,63,64
S033,C202,C,61,69
S033,C203,C,65,64
S033,C204,B,76,74
S033,C205,D,54,55
S033,C206,B,78,75
S033,C207,D,55,57
S033,C208,B,74,79
S033,C209,B,74,79
S033,C210,B,77,79
S033,C211,B,78,76
S033,C212,B,72,78
S033,C213,B,75,78
S033,C214,C,65,60
S033,C215,A,81,96
S033,C216,B,78,79
S033,C217,B,71,73
S033,C218,D,53,56
S033,C219,C,65,68
S033,C220,C,62,69
S033,C221,B,74,72
S033,C222,B,71,76
S033,C223,B,73,75
S033,C224,C,60,68
S033,C225,B,74,73
S033,C226,B,78,70
S033,C227,A,84,98
S033,C228,C,61,60
S033,C229,C,62,67
S033,C230,C,65,66
S033,C231,A,96,92
S033,C232,F,32,6
S033,C233,A,93,88
S033,C234,C,69,61
S033,C235,B,77,73
S033,C236,C,66,63
S033,C237,A,84,86
S033,C238,B,71,77
S033,C239,B,71,76
S033,C240,B,78,72
S033,C241,B,75,73
S033,C242,C,68,64
S033,C243,A,84,80
S033,C244,C,67,63
S033,C245,A,84,91
S033,C246,C,63,60
S033,C247,A,98,91
S033,C248,B,78,75
S033,C249,A,92,92
S033,C250,B,72,76
S034,C201,B,78,78
S034,C202,A,80,87
S034,C203,C,64,61
S034,C204,F,6,37
S034,C205,F,48,20
S034,C206,B,73,78
S034,C207,C,62,67
S034,C208,C,61,61
S034,C209,B,71,77
S034,C210,C,67,62
S034,C211,C,68,67
S034,C212,C,65,67
S034,C213,C,69,67
S034,C214,C,69,65
S034,C215,C,61,61
S034,C216,C,61,67
S034,C217,A,94,86
S034,C218,B,71,74
S034,C219,C,69,67
S034,C220,C,64,69
S034,C221,C,64,65
S034,C222,B,78,78
S034,C223,B,78,77
S034,C224,F,19,8
S034,C225,C,62,69
S034,C226,C,67,69
S034,C227,A,88,93
S034,C228,B,77,75
S034,C229,B,79,74
S034,C230,C,65,60
S034,C231,C,64,64
S034,C232,A,81,99
S034,C233,C,67,60
S034,C234,B,74,73
S034,C235,A,84,88
S034,C236,C,68,61
S034,C237,A,82,82
S034,C238,C,61,61
S034,C239,C,62,65
S034,C240,C,68,62
S034,C241,A,92,90
S034,C242,D,53,57
S034,C243,B,72,77
S034,C244,A,93,98
S034,C245,A,83,88
S034,C246,D,50,55
S034,C247,C,61,69
S034,C248,A,100,83
S034,C249,B,73,71
S034,C250,B,72,78
S035,C201,C,61,68
S035,C202,B,75,79
S035,C203,B,77,73
S035,C204,A,90,81
S035,C205,B,70,74
S035,C206,C,62,65
S035,C207,C,60,64
S035,C208,D,54,53
S035,C209,B,79,70
S035,C210,C,67,68
S035,C211,F,5,47
S035,C212,A,82,96
S035,C213,A,92,85
S035,C214,A,95,94
S035,C215,B,77,77
S035,C216,C,61,60
S035,C217,A,94,90
S035,C218,C,61,65
S035,C219,B,75,76
S035,C220,C,68,63
S035,C221,C,65,60
S035,C222,B,72,77
S035,C223,F,42,19
S035,C224,A,96,88
S035,C225,B,71,77
S035,C226,D,59,53
S035,C227,C,61,60
S035,C228,C,65,64
S035,C229,A,97,84
S035,C230,F,38,22
S035,C231,D,59,53
S035,C232,B,71,74
S035,C233,C,68,69
S035,C234,D,58,58
S035,C235,D,56,58
S035,C236,A,89,89
S035,C237,A,89,91
S035,C238,C,69,66
S035,C239,B,79,79
S035,C240,C,65,61
S035,C241,A,97,99
S035,C242,C,62,61
S035,C243,B,75,77
S035,C244,C,64,67
S035,C245,C,65,63
S035,C246,C,64,60
S035,C247,C,64,68
S035,C248,A,93,90
S035,C249,C,68,62
S035,C250,C,63,63
S036,C201,B,78,74
S036,C202,C,64,69
S036,C203,D,50,51
S036,C204,A,86,87
S036,C205,B,77,72
S036,C206,B,70,74
S036,C207,C,63,67
S036,C208,D,50,57
S036,C209,A,92,92
S036,C210,C,68,61
S036,C211,D,55,55
S036,C212,A,96,93
S036,C213,C,65,63
S036,C214,A,92,95
S036,C215,D,54,53
S036,C216,D,53,59
S036,C217,B,70,79
S036,C218,C,64,68
S036,C219,B,79,76
S036,C220,C,65,68
S036,C221,A,92,83
S036,C222,D,58,50
S036,C223,C,67,64
S036,C224,A,95,86
S036,C225,B,73,77
S036,C226,B,77,79
S036,C227,B,79,77
S036,C228,A,91,81
S036,C229,C,65,62
S036,C230,B,76,75
S036,C231,C,66,67
S036,C232,B,75,73
S036,C233,B,76,77
S036,C234,C,61,65
S036,C235,D,58,54
S036,C236,C,67,67
S036,C237,A,90,88
S036,C238,B,77,76
S036,C239,B,79,73
S036,C240,C,66,61
S036,C241,D,50,58
S036,C242,C,63,67
S036,C243,B,72,72
S036,C244,D,53,58
S036,C245,C,67,64
S036,C246,B,77,73
S036,C247,A,92,93
S036,C248,D,53,59
S036,C249,B,73,72
S036,C250,C,68,66
S037,C201,C,69,65
S037,C202,C,63,66
S037,C203,C,68,61
S037,C204,A,99,84
S037,C205,C,61,67
S037,C206,B,76,75
S037,C207,B,76,70
S037,C208,B,75,74
S037,C209,C,62,67
S037,C210,B,76,78
S037,C211,B,72,71
S037,C212,A,92,95
S037,C213,C,65,68
S037,C214,B,72,73
S037,C215,C,68,68
S037,C216,D,59,50
S037,C217,A,94,99
S037,C218,B,78,74
S037,C219,A,83,99
S037,C220,A,86,87
S037,C221,C,68,61
S037,C222,C,60,65
S037,C223,C,62,61
S037,C224,A,88,82
S037,C225,C,63,61
S037,C226,C,67,69
S037,C227,C,68,69
S037,C228,B,78,78
S037,C229,B,76,75
S037,C230,B,79,70
S037,C231,A,95,99
S037,C232,F,30,10
S037,C233,B,72,70
S037,C234,B,73,77
S037,C235,C,62,67
S037,C236,A,92,82
S037,C237,B,77,71
S037,C238,C,61,67
S037,C239,C,66,68
S037,C240,C,69,67
S037,C241,D,55,59
S037,C242,A,87,97
S037,C243,A,92,94
S037,C244,C,68,66
S037,C245,B,74,73
S037,C246,C,62,64
S037,C247,C,64,68
S037,C248,C,60,65
S037,C249,A,93,86
S037,C250,B,74,74
S038,C201,A,85,87
S038,C202,D,53,52
S038,C203,C,67,68
S038,C204,A,91,96
S038,C205,F,45,17
S038,C206,C,63,65
S038,C207,C,66,66
S038,C208,B,73,77
S038,C209,D,52,54
S038,C210,A,88,99
S038,C211,A,85,84
S038,C212,D,50,50
S038,C213,A,98,91
S038,C214,C,64,62
S038,C215,A,91,83
S038,C216,B,75,79
S038,C217,C,64,68
S038,C218,B,75,72
S038,C219,D,55,57
S038,C220,C,68,66
S038,C221,C,66,68
S038,C222,B,72,72
S038,C223,C,68,60
S038,C224,B,78,73
S038,C225,C,64,67
S038,C226,C,67,62
S038,C227,D,51,50
S038,C228,C,69,66
S038,C229,A,84,88
S038,C230,B,74,76
S038,C231,B,71,76
S038,C232,C,67,61
S038,C233,B,73,75
S038,C234,D,57,50
S038,C235,F,35,32
S038,C236,B,78,70
S038,C237,C,66,61
S038,C238,D,58,58
S038,C239,B,73,78
S038,C240,C,64,62
S038,C241,B,75,74
S038,C242,B,79,74
S038,C243,C,67,69
S038,C244,C,65,68
S038,C245,A,98,85
S038,C246,B,74,72
S038,C247,C,63,64
S038,C248,A,84,93
S038,C249,B,79,72
S038,C250,C,69,66
S039,C201,D,55,55
S039,C202,A,89,92
S039,C203,C,65,61
S039,C204,B,76,72
S039,C205,A,92,84
S039,C206,A,92,81
S039,C207,B,76,78
S039,C208,A,96,100
S039,C209,C,68,68
S039,C210,B,73,75
S039,C211,B,79,79
S039,C212,C,61,69
S039,C213,B,75,76
S039,C214,D,55,58
S039,C215,B,76,76
S039,C216,C,68,60
S039,C217,B,75,72
S039,C218,A,80,99
S039,C219,C,63,64
S039,C220,C,65,63
S039,C221,C,66,67
S039,C222,C,67,66
S039,C223,C,63,65
S039,C224,A,82,85
S039,C225,B,71,73
S039,C226,D,57,50
S039,C227,C,66,63
S039,C228,C,64,61
S039,C229,B,76,70
S039,C230,C,61,65
S039,C231,B,74,77
S039,C232,A,83,87
S039,C233,C,67,65
S039,C234,B,77,76
S039,C235,B,73,77
S039,C236,B,73,70
S039,C237,B,78,72
S039,C238,B,78,78
S039,C239,A,88,88
S039,C240,C,68,63
S039,C241,D,52,50
S039,C242,C,64,65
S039,C243,C,67,62
S039,C244,C,64,63
S039,C245,C,69,64
S039,C246,B,70,75
S039,C247,B,73,70
S039,C248,C,62,65
S039,C249,B,70,76
S039,C250,B,79,78
S040,C201,C,69,69
S040,C202,C,62,65
S040,C203,D,53,51
S040,C204,B,74,75
S040,C205,D,58,51
S040,C206,C,61,66
S040,C207,A,92,86
S040,C208,B,70,71
S040,C209,B,78,78
S040,C210,C,65,68
S040,C211,B,75,71
S040,C212,A,90,85
S040,C213,B,79,76
S040,C214,C,68,61
S040,C215,C,65,66
S040,C216,B,74,79
S040,C217,A,81,96
S040,C218,B,75,71
S040,C219,B,71,70
S040,C220,B,77,75
S040,C221,A,100,98
S040,C222,A,84,83
S040,C223,A,82,89
S040,C224,B,75,78
S040,C225,C,63,69
S040,C226,C,61,68
S040,C227,A,93,87
S040,C228,B,76,72
S040,C229,A,91,88
S040,C230,C,62,68
S040,C231,A,94,86
S040,C232,A,88,100
S040,C233,B,71,79
S040,C234,C,66,61
S040,C235,B,72,71
S040,C236,A,88,84
S040,C237,C,69,67
S040,C238,C,67,69
S040,C239,A,82,84
S040,C240,D,55,56
S040,C241,A,81,94
S040,C242,D,59,52
S040,C243,A,96,93
S040,C244,A,84,86
S040,C245,D,59,53
S040,C246,A,81,85
S040,C247,A,94,81
S040,C248,C,61,60
S040,C249,C,67,67
S040,C250,F,25,11
S041,C201,C,64,62
S041,C202,A,88,97
S041,C203,C,64,61
S041,C204,C,67,65
S041,C205,C,63,64
S041,C206,A,100,92
S041,C207,B,70,78
S041,C208,C,63,60
S041,C209,C,60,60
S041,C210,D,53,59
S041,C211,A,82,100
S041,C212,B,72,77
S041,C213,B,70,73
S041,C214,B,75,73
S041,C215,F,17,29
S041,C216,A,98,83
S041,C217,F,12,29
S041,C218,A,97,83
S041,C219,D,57,57
S041,C220,B,77,75
S041,C221,A,97,92
S041,C222,C,67,65
S041,C223,A,89,99
S041,C224,C,60,62
S041,C225,D,59,58
S041,C226,C,62,67
S041,C227,C,60,62
S041,C228,C,69,65
S041,C229,A,96,81
S041,C230,C,60,64
S041,C231,A,89,87
S041,C232,B,79,79
S041,C233,C,61,66
S041,C234,C,63,66
S041,C235,F,29,38
S041,C236,B,75,75
S041,C237,B,70,77
S041,C238,B,75,78
S041,C239,B,79,74
S041,C240,B,75,73
S041,C241,A,87,90
S041,C242,C,66,65
S041,C243,A,93,98
S041,C244,A,83,92
S041,C245,B,74,76
S041,C246,B,71,77
S041,C247,D,52,50
S041,C248,C,63,69
S041,C249,C,66,65
S041,C250,A,90,86
S042,C201,A,83,92
S042,C202,B,76,73
S042,C203,A,85,92
S042,C204,C,63,62
S042,C205,B,75,76
S042,C206,A,86,84
S042,C207,B,71,75
S042,C208,B,72,72
S042,C209,C,65,63
S042,C210,B,77,79
S042,C211,B,77,73
S042,C212,B,77,79
S042,C213,D,51,56
S042,C214,D,56,56
S042,C215,A,95,84
S042,C216,A,83,88
S042,C217,B,78,72
S042,C218,D,57,58
S042,C219,B,79,75
S042,C220,B,72,70
S042,C221,B,72,73
S042,C222,B,72,72
S042,C223,C,66,69
S042,C224,C,66,69
S042,C225,A,100,83
S042,C226,A,100,93
S042,C227,B,73,79
S042,C228,C,66,60
S042,C229,A,99,93
S042,C230,A,83,90
S042,C231,C,64,64
S042,C232,C,69,60
S042,C233,B,70,76
S042,C234,A,86,89
S042,C235,B,72,77
S042,C236,A,90,91
S042,C237,C,69,61
S042,C238,D,54,57
S042,C239,B,73,76
S042,C240,F,20,15
S042,C241,C,68,67
S042,C242,B,72,73
S042,C243,B,76,79
S042,C244,C,64,60
S042,C245,B,70,79
S042,C246,B,76,72
S042,C247,C,60,66
S042,C248,B,77,70
S042,C249,B,73,70
S042,C250,D,56,55
S043,C201,C,63,65
S043,C202,A,94,96
S043,C203,B,70,71
S043,C204,C,65,62
S043,C205,B,71,79
S043,C206,B,74,77
S043,C207,C,63,61
S043,C208,B,76,76
S043,C209,D,50,55
S043,C210,C,65,67
S043,C211,B,70,71
S043,C212,C,62,69
S043,C213,A,93,100
S043,C214,C,69,63
S043,C215,A,89,83
S043,C216,A,100,88
S043,C217,C,66,69
S043,C218,C,69,68
S043,C219,C,66,66
S043,C220,A,100,92
S043,C221,D,58,53
S043,C222,D,51,54
S043,C223,C,64,60
S043,C224,C,62,66
S043,C225,B,70,77
S043,C226,A,88,94
S043,C227,C,66,66
S043,C228,C,63,64
S043,C229,A,81,88
S043,C230,A,89,80
S043,C231,D,55,57
S043,C232,D,54,52
S043,C233,D,59,57
S043,C234,C,68,68
S043,C235,B,79,79
S043,C236,A,92,88
S043,C237,C,60,69
S043,C238,B,79,73
S043,C239,B,72,70
S043,C240,D,54,56
S043,C241,A,89,83
S043,C242,B,75,74
S043,C243,A,84,100
S043,C244,B,76,78
S043,C245,C,62,62
S043,C246,C,67,62
S043,C247,B,76,72
S043,C248,B,78,79
S043,C249,C,67,64
S043,C250,C,60,61
S044,C201,D,56,56
S044,C202,A,80,94
S044,C203,C,64,60
S044,C204,C,67,65
S044,C205,B,78,71
S044,C206,A,83,97
S044,C207,A,95,100
S044,C208,C,67,64
S044,C209,B,76,73
S044,C210,C,67,61
S044,C211,D,52,55
S044,C212,B,73,79
S044,C213,C,69,64
S044,C214,B,73,77
S044,C215,C,62,66
S044,C216,C,61,66
S044,C217,C,63,63
S044,C218,A,84,98
S044,C219,C,69,60
S044,C220,C,60,68
S044,C221,A,81,98
S044,C222,D,55,57
S044,C223,C,61,60
S044,C224,D,52,57
S044,C225,C,64,65
S044,C226,B,78,75
S044,C227,A,94,100
S044,C228,A,93,94
S044,C229,A,90,84
S044,C230,D,55,56
S044,C231,C,66,61
S044,C232,D,58,51
S044,C233,A,83,90
S044,C234,C,67,62
S044,C235,C,65,67
S044,C236,B,71,76
S044,C237,A,86,99
S044,C238,C,68,60
S044,C239,B,78,72
S044,C240,C,69,68
S044,C241,B,75,74
S044,C242,B,79,73
S044,C243,C,68,68
S044,C244,C,60,66
S044,C245,D,56,55
S044,C246,C,65,66
S044,C247,C,65,61
S044,C248,B,75,71
S044,C249,A,82,90
S044,C250,A,91,84
S045,C201,C,67,61
S045,C202,C,67,67
S045,C203,A,97,81
S045,C204,C,66,66
S045,C205,B,78,73
S045,C206,A,100,96
S045,C207,C,60,66
S045,C208,C,69,67
S045,C209,D,54,52
S045,C210,A,92,97
S045,C211,B,72,79
S045,C212,D,52,56
S045,C213,A,84,90
S045,C214,B,75,74
S045,C215,C,64,68
S045,C216,A,82,89
S045,C217,B,77,73
S045,C218,B,71,78
S045,C219,A,86,88
S045,C220,B,78,71
S045,C221,C,64,68
S045,C222,C,66,62
S045,C223,A,82,97
S045,C224,A,91,91
S045,C225,B,73,70
S045,C226,C,68,68
S045,C227,C,67,68
S045,C228,C,63,62
S045,C229,B,72,77
S045,C230,C,60,61
S045,C231,A,89,83
S045,C232,A,93,91
S045,C233,B,70,72
S045,C234,B,72,73
S045,C235,A,89,95
S045,C236,C,61,69
S045,C237,C,61,65
S045,C238,C,62,65
S045,C239,B,77,73
S045,C240,C,66,63
S045,C241,B,74,74
S045,C242,C,65,67
S045,C243,A,89,85
S045,C244,D,56,57
S045,C245,A,83,85
S045,C246,D,50,53
S045,C247,C,68,68
S045,C248,B,77,71
S045,C249,B,79,79
S045,C250,A,91,91
S046,C201,B,73,75
S046,C202,C,60,61
S046,C203,B,78,74
S046,C204,B,79,79
S046,C205,B,77,73
S046,C206,B,72,78
S046,C207,B,79,74
S046,C208,A,81,92
S046,C209,B,77,74
S046,C210,C,67,65
S046,C211,C,62,61
S046,C212,C,66,64
S046,C213,A,100,90
S046,C214,A,81,94
S046,C215,C,64,63
S046,C216,B,75,78
S046,C217,C,62,63
S046,C218,D,52,51
S046,C219,C,65,64
S046,C220,C,69,61
S046,C221,B,74,78
S046,C222,A,86,85
S046,C223,C,61,65
S046,C224,B,71,73
S046,C225,C,60,60
S046,C226,D,50,56
S046,C227,B,70,73
S046,C228,A,100,98
S046,C229,C,66,69
S046,C230,C,67,64
S046,C231,A,81,97
S046,C232,C,65,63
S046,C233,C,63,67
S046,C234,A,86,91
S046,C235,C,61,61
S046,C236,C,67,67
S046,C237,C,63,62
S046,C238,B,76,71
S046,C239,A,83,98
S046,C240,D,57,52
S046,C241,F,12,11
S046,C242,C,61,67
S046,C243,A,95,97
S046,C244,C,62,67
S046,C245,A,81,90
S046,C246,D,59,50
S046,C247,A,82,81
S046,C248,C,60,63
S046,C249,B,74,76
S046,C250,A,96,97
S047,C201,C,60,69
S047,C202,D,51,51
S047,C203,B,72,72
S047,C204,F,0,26
S047,C205,B,79,70
S047,C206,B,79,75
S047,C207,B,74,72
S047,C208,B,72,79
S047,C209,C,68,61
S047,C210,B,79,74
S047,C211,A,81,96
S047,C212,C,63,62
S047,C213,A,98,94
S047,C214,B,75,78
S047,C215,C,64,66
S047,C216,B,77,75
S047,C217,B,73,74
S047,C218,B,76,72
S047,C219,C,69,62
S047,C220,C,66,62
S047,C221,F,0,34
S047,C222,D,53,57
S047,C223,A,94,99
S047,C224,B,79,78
S047,C225,B,78,70
S047,C226,B,73,79
